Frame,FPS,IoU,CenterError,GT_Occluded
45,156.68185436108274,0.8269141531322506,4.6097722286464435,False
46,156.41741551504344,0.8500939849624061,3.2015621187164243,False
47,156.71753247618247,0.8506586256149817,3.2015621187164243,False
48,155.23486103064772,0.8506586256149817,2.0615528128088303,False
49,157.10504420307524,0.8379622282177432,2.9154759474226504,False
50,149.32852933499228,0.8615978138562932,1.5811388300841898,False
51,152.75876991917076,0.872822015958313,1.8027756377319946,False
52,154.27841823891802,0.8252658308205046,3.905124837953327,False
53,154.82982344445574,0.8858492102263475,1.5811388300841898,False
54,155.49047760766084,0.8615978138562932,2.1213203435596424,False
55,156.18830561928038,0.8615978138562932,2.1213203435596424,False
56,155.27060638916808,0.8506586256149817,3.2015621187164243,False
57,152.1106416300663,0.8506586256149817,2.5,False
58,144.53095585692188,0.8506586256149817,2.5,False
59,120.3479355093925,0.8174976481655691,3.1622776601683795,False
60,126.48974882804086,0.8402921098587077,2.8284271247461903,False
61,149.71559277418652,0.8636655948553055,1.4142135623730951,False
62,149.6720311617169,0.8506586256149817,3.2015621187164243,False
63,152.31350505970232,0.8506586256149817,3.2015621187164243,False
64,154.00062832256356,0.8379622282177432,3.5355339059327378,False
65,154.0044467243947,0.8277504365772345,3.2015621187164243,False
66,150.18596025598896,0.8382636655948553,3.605551275463989,False
67,153.29060511006494,0.8382636655948553,2.8284271247461903,False
68,155.18294750455735,0.8277858176555717,2.5,False
69,155.31770547289892,0.8277858176555717,2.5,False
70,154.62713984633154,0.8277858176555717,4.031128874149275,False
71,154.34282907010143,0.8510014655593552,2.692582403567252,False
72,154.15070821459875,0.8277858176555717,4.031128874149275,False
73,153.76742492459246,0.8277858176555717,3.2015621187164243,False
74,155.05953045493226,0.8173045995496945,3.605551275463989,False
75,152.58826315493934,0.8400911903598762,4.123105625617661,False
76,153.13279063072335,0.8400911903598762,2.23606797749979,False
77,153.62519354854072,0.8049211965262142,4.716990566028302,False
78,154.51105055308003,0.827552515876893,3.3541019662496847,False
79,154.43598049473567,0.827552515876893,3.3541019662496847,False
80,153.55970593316314,0.827552515876893,3.3541019662496847,False
81,154.8766794439927,0.827552515876893,3.3541019662496847,False
82,154.86706134021026,0.827552515876893,4.272001872658765,False
83,152.09162486174873,0.8168050806057645,2.5495097567963922,False
84,152.16142257539903,0.8168050806057645,2.9154759474226504,False
85,154.23837015697302,0.794595464050185,3.5355339059327378,False
86,152.30422586351165,0.8168050806057645,4.527692569068709,False
87,153.95027159906917,0.8168050806057645,3.8078865529319543,False
88,154.67339475310723,0.8060576453346361,4.031128874149275,False
89,153.5478929697483,0.8060576453346361,3.3541019662496847,False
90,152.24845852241958,0.7953102100635075,3.5355339059327378,False
91,155.0715531160388,0.7953102100635075,3.8078865529319543,False
92,154.1212009123975,0.7953102100635075,3.5355339059327378,False
93,156.08303992323212,0.7953102100635075,3.8078865529319543,False
94,155.04553842509083,0.7832600553655756,3.640054944640259,False
95,154.4648926785649,0.7832600553655756,4.031128874149275,False
96,154.43669601221285,0.7712099006676437,3.5355339059327378,False
97,154.9673065473377,0.7607881452532161,5.024937810560445,False
98,152.06266928376658,0.7386419149975574,3.640054944640259,False
99,154.62905263418324,0.7283829995114802,4.123105625617661,False
100,154.57971784254943,0.7283829995114802,4.123105625617661,False
101,154.83006316756916,0.7399446344243609,4.272001872658765,False
102,154.81637616663815,0.7399446344243609,5.024937810560445,False
103,154.80005560417996,0.7399446344243609,4.272001872658765,False
104,154.70021804995733,0.7503663898387885,3.8078865529319543,False
105,153.76196325734878,0.7503663898387885,5.1478150704935,False
106,153.79109663355902,0.7503663898387885,4.743416490252569,False
107,155.1701852282018,0.7283829995114802,4.47213595499958,False
108,155.13256077318067,0.7283829995114802,4.47213595499958,False
109,154.67411247220892,0.7283829995114802,4.47213595499958,False
110,154.24148664114483,0.7283829995114802,6.324555320336759,False
111,154.05816157774044,0.7283829995114802,5.385164807134504,False
112,154.8877381418335,0.7283829995114802,5.385164807134504,False
113,154.19834286124893,0.7181240840254031,4.924428900898052,False
114,154.78419368579551,0.7181240840254031,4.924428900898052,False
115,155.22931872025225,0.7181240840254031,5.5901699437494745,False
116,154.8115587263715,0.6966292134831461,6.18465843842649,False
117,154.43500263157244,0.6966292134831461,5.5901699437494745,False
118,154.63431304479602,0.6966292134831461,4.272001872658765,False
119,153.8404025818727,0.6966292134831461,5.315072906367325,False
120,152.29933154300392,0.6966292134831461,5.5901699437494745,False
121,154.10072824922156,0.67546002279759,6.264982043070834,False
122,155.0910818905727,0.67546002279759,4.924428900898052,False
123,153.68667436636906,0.6546165119687347,5.5901699437494745,False
124,153.20120036204509,0.6546165119687347,6.5,False
125,152.74614659658673,0.6555935515388374,6.264982043070834,False
126,154.52778780491423,0.6555935515388374,4.924428900898052,False
127,155.2718118465871,0.6555935515388374,4.6097722286464435,False
128,155.9242887786435,0.6448461162677088,6.041522986797286,False
129,155.14895152665792,0.6448461162677088,4.743416490252569,False
130,156.01008574002293,0.6448461162677088,5.1478150704935,False
131,154.5840190422778,0.6448461162677088,6.670832032063167,False
132,155.23847579413018,0.6448461162677088,6.96419413859206,False
133,150.3919062685452,0.6350757205666829,5.220153254455275,False
134,152.11318681385544,0.6244911252239049,6.324555320336759,False
135,155.45704760638898,0.6148835694512295,6.576473218982953,False
136,155.96475508464596,0.605276013678554,7.280109889280518,False
137,155.67793224834116,0.605276013678554,6.082762530298219,False
138,155.30031431230614,0.5956684579058785,5.852349955359813,False
139,155.1045769344294,0.5956684579058785,5.5901699437494745,False
140,154.48710897767847,0.5956684579058785,5.852349955359813,False
141,155.18174342654015,0.5956684579058785,5.852349955359813,False
142,156.04765008623974,0.5956684579058785,4.924428900898052,False
143,156.7379448144505,0.5956684579058785,6.264982043070834,False
144,153.36644719416853,0.5956684579058785,6.800735254367722,False
145,155.5292434637669,0.5956684579058785,7.566372975210778,False
146,154.83293990283303,0.586060902133203,6.708203932499369,False
147,155.4771570628686,0.586060902133203,7.280109889280518,False
148,146.61213086364222,0.5761276665038267,7.433034373659253,False
149,149.82525880066078,0.5666829506595017,6.041522986797286,False
150,148.83441813779567,0.5569125549584758,6.264982043070834,False
151,153.12575605842054,0.5569125549584758,7.762087348130012,False
152,155.45052281897088,0.5471421592574499,7.648529270389178,False
153,154.7151052844027,0.5471421592574499,7.905694150420948,False
154,155.95378527908554,0.5471421592574499,6.670832032063167,False
155,155.13761482122717,0.5476306790425012,6.324555320336759,False
156,154.65397101908306,0.5476306790425012,7.280109889280518,False
157,152.01426501862935,0.5476306790425012,7.280109889280518,False
158,148.32968170378592,0.5289040872822016,6.96419413859206,False
159,145.55697522125388,0.5289040872822016,6.670832032063167,False
160,146.1826733770361,0.5289040872822016,7.648529270389178,False
161,152.9919878095984,0.5289040872822016,8.860022573334675,False
162,153.09778830342083,0.5289040872822016,7.905694150420948,False
163,155.04724522132761,0.5289040872822016,6.96419413859206,False
164,155.32786216826824,0.5383488031265267,6.800735254367722,False
165,156.4988331447001,0.5383488031265267,7.762087348130012,False
166,156.34561511524393,0.5289040872822016,8.631338250816034,False
167,156.87591037051737,0.5197850512945774,7.0178344238090995,False
168,154.56870308356835,0.5105031753786028,8.246211251235321,False
169,156.0659397323282,0.5105031753786028,8.246211251235321,False
170,154.32925189049476,0.5105031753786028,8.246211251235321,False
171,147.09957876564624,0.5105031753786028,8.54400374531753,False
172,151.68115044692092,0.5105031753786028,7.615773105863909,False
173,154.80436907466927,0.5106660153069532,7.905694150420948,False
174,155.63279438215415,0.5106660153069532,7.648529270389178,False
175,156.03301658630966,0.5106660153069532,6.96419413859206,False
176,154.99403970420317,0.49259078326005534,7.0710678118654755,False
177,155.4977553121532,0.49259078326005534,8.06225774829855,False
178,154.96898760620024,0.4836345872007816,8.139410298049853,False
179,155.4536643149118,0.4836345872007816,8.0156097709407,False
180,155.75033346146395,0.4746783911415079,8.246211251235321,False
181,155.68013772087704,0.4836345872007816,8.139410298049853,False
182,152.2674913473998,0.4836345872007816,10.111874208078342,False
183,156.48093162487453,0.49259078326005534,9.219544457292887,False
184,155.49652216478526,0.4836345872007816,9.340770846134703,False
185,156.3294593330016,0.4748412310698583,8.860022573334675,False
186,150.17330750552676,0.466047874938935,8.73212459828649,False
187,152.40280549180463,0.466047874938935,9.962429422585638,False
188,155.15667876578448,0.4487868425337893,8.139410298049853,False
189,154.67193541147452,0.4487868425337893,8.139410298049853,False
190,153.85488806979964,0.4487868425337893,8.0156097709407,False
191,155.40525105018983,0.4487868425337893,10.111874208078342,False
192,153.47849021981344,0.4487868425337893,9.013878188659973,False
193,155.10532271833867,0.4487868425337893,10.111874208078342,False
194,155.44059169393873,0.4487868425337893,8.139410298049853,False
195,156.24941406469725,0.4487868425337893,10.111874208078342,False
196,156.2584965557502,0.4487868425337893,10.111874208078342,False
197,156.79483756133226,0.44031916625956685,9.82344135219425,False
198,155.71970142304448,0.44031916625956685,8.860022573334675,False
199,156.1206394139356,0.44031916625956685,10.793516572461451,False
200,155.32448449745152,0.4318514899853444,9.340770846134703,False
201,156.31452859133412,0.4318514899853444,9.12414379544733,False
202,155.18417568338455,0.4318514899853444,10.111874208078342,False
203,153.52073712060803,0.4318514899853444,8.381527307120106,False
204,155.7734063952149,0.4318514899853444,9.340770846134703,False
205,154.65421019796048,0.4318514899853444,9.340770846134703,False
206,153.7958271193411,0.4152418172936004,9.013878188659973,False
207,154.97429518852854,0.4152418172936004,9.7082439194738,False
208,154.70694327855574,0.4152418172936004,10.688779163215974,False
209,154.45842705098394,0.423383813711122,8.860022573334675,False
210,154.4780403286551,0.423383813711122,10.606601717798213,False
211,155.7955638147977,0.423383813711122,10.606601717798213,False
212,154.86370368007266,0.4069369809477284,9.219544457292887,False
213,154.84854805484673,0.4069369809477284,10.198039027185569,False
214,155.1212264628746,0.4069369809477284,9.219544457292887,False
215,155.02748714860888,0.4069369809477284,10.04987562112089,False
216,154.66234271999713,0.4069369809477284,10.04987562112089,False
217,154.19382533910306,0.4069369809477284,10.04987562112089,False
218,153.7318719376611,0.4069369809477284,9.219544457292887,False
219,154.8846194771436,0.4069369809477284,10.04987562112089,False
220,154.69641293051626,0.39895782445855726,9.12414379544733,False
221,154.47971078926466,0.39081582804103565,9.82344135219425,False
222,155.71679164236835,0.38299951148021494,9.7082439194738,False
223,153.9051824030355,0.38299951148021494,9.5524865872714,False
224,150.73189378345495,0.3751831949193942,8.860022573334675,False
225,153.48532166149087,0.3751831949193942,8.860022573334675,False
226,154.63000904585553,0.3751831949193942,9.617692030835672,False
227,155.84252050965492,0.3751831949193942,9.617692030835672,False
228,154.86898006851715,0.3751831949193942,8.631338250816034,False
229,155.38977193443174,0.3751831949193942,9.617692030835672,False
230,155.6466261259088,0.3751831949193942,9.617692030835672,False
231,156.3977959171417,0.3751831949193942,9.617692030835672,False
232,154.94204702615082,0.3751831949193942,9.513148795220223,False
233,154.8949355396981,0.3673668783585735,9.12414379544733,False
234,153.88737198686601,0.3673668783585735,10.012492197250394,False
235,154.82476545983343,0.3673668783585735,9.12414379544733,False
236,155.87193748662423,0.3673668783585735,10.012492197250394,False
237,156.37500226743754,0.3673668783585735,10.111874208078342,False
238,156.0635284684066,0.3673668783585735,10.111874208078342,False
239,154.58234632505204,0.352059925093633,9.7082439194738,False
240,156.30131078968267,0.352059925093633,10.688779163215974,False
241,155.08218270107878,0.352059925093633,10.688779163215974,False
242,153.95977616096064,0.3595505617977528,9.617692030835672,False
243,153.79298879295112,0.3595505617977528,9.617692030835672,False
244,152.14611991639876,0.3595505617977528,9.617692030835672,False
245,155.2522375340604,0.3595505617977528,9.82344135219425,False
246,153.4983030762595,0.3595505617977528,10.51189802081432,False
247,155.17476014249388,0.3595505617977528,11.597413504743201,False
248,152.28353732728382,0.3595505617977528,9.617692030835672,False
249,152.55841995854684,0.3595505617977528,10.606601717798213,False
250,155.03592337380493,0.3595505617977528,10.124228365658293,False
251,154.40419435905892,0.3595505617977528,11.597413504743201,False
252,154.30774766856425,0.3595505617977528,11.510864433221338,False
253,153.65094622862216,0.3595505617977528,11.597413504743201,False
254,155.1701852282018,0.3595505617977528,10.606601717798213,False
255,155.36654697227888,0.3595505617977528,10.606601717798213,False
256,155.10529866068126,0.352059925093633,11.672617529928752,False
257,151.86231797782568,0.3444064484611627,10.04987562112089,False
258,154.0633832164891,0.33707865168539325,11.10180165558726,False
259,155.39846497396297,0.33707865168539325,10.111874208078342,False
260,153.89495038349853,0.3444064484611627,11.180339887498949,False
261,155.36099525496448,0.3444064484611627,10.04987562112089,False
262,153.86885542036126,0.33707865168539325,11.280514172678478,False
263,155.82913958161436,0.33707865168539325,10.111874208078342,False
264,154.28605900485184,0.32975085490962386,11.40175425099138,False
265,153.09640541887788,0.32975085490962386,10.198039027185569,False
266,154.0990659747413,0.32975085490962386,11.180339887498949,False
267,155.3198766263156,0.32975085490962386,10.198039027185569,False
268,155.36220211628176,0.32975085490962386,11.180339887498949,False
269,146.9767759056856,0.3224230581338544,9.962429422585638,False
270,141.1075901631641,0.3224230581338544,10.920164833920778,False
271,130.93287974692245,0.3224230581338544,9.7082439194738,False
272,148.36782044407676,0.3224230581338544,10.547511554864494,False
273,153.99922907985922,0.3224230581338544,9.7082439194738,False
274,156.10621154421045,0.3224230581338544,10.547511554864494,False
275,154.8391971711498,0.3224230581338544,9.7082439194738,False
276,155.28509722710507,0.3224230581338544,10.688779163215974,False
277,154.84327305852472,0.3224230581338544,9.7082439194738,False
278,154.46417689978966,0.3224230581338544,11.672617529928752,False
279,154.38700716000622,0.3224230581338544,10.688779163215974,False
280,154.5821312640351,0.3224230581338544,11.543396380615196,False
281,155.53117863549076,0.3224230581338544,10.547511554864494,False
282,154.8307823413635,0.3224230581338544,10.688779163215974,False
283,155.86634959294724,0.3224230581338544,10.547511554864494,False
284,155.44759892529748,0.315095261358085,11.40175425099138,False
285,155.84907824621163,0.315095261358085,11.180339887498949,False
286,154.7338021561227,0.315095261358085,11.180339887498949,False
287,155.86268123712574,0.3077674645823156,11.884864324004713,False
288,156.5430289823764,0.3077674645823156,10.920164833920778,False
289,154.95623648491076,0.3077674645823156,9.962429422585638,False
290,155.05135611017081,0.315095261358085,11.180339887498949,False
291,154.38295525719505,0.315095261358085,10.04987562112089,False
292,155.45414763324948,0.315095261358085,10.198039027185569,False
293,155.18634310521045,0.3080931444390164,11.10180165558726,False
294,155.23221031108224,0.3080931444390164,11.280514172678478,False
295,155.136411446585,0.3080931444390164,11.10180165558726,False
296,155.32593205267102,0.30092818759159745,10.793516572461451,False
297,155.21939174487395,0.30092818759159745,9.617692030835672,False
298,153.75841692794066,0.30092818759159745,10.606601717798213,False
299,155.13325869355145,0.2940889106008793,10.688779163215974,False
300,155.52026973435582,0.2940889106008793,10.688779163215974,False
301,151.0510357645048,0.2940889106008793,10.688779163215974,False
302,155.16729594763538,0.2940889106008793,11.280514172678478,False
303,154.84111520906725,0.2940889106008793,11.280514172678478,False
304,154.5536290273971,0.2940889106008793,11.280514172678478,False
305,155.12216490975302,0.3010910275199479,11.40175425099138,False
306,155.35858158857877,0.3010910275199479,10.44030650891055,False
307,154.985848242197,0.3010910275199479,11.40175425099138,False
308,154.55983985127634,0.2940889106008793,9.7082439194738,False
309,154.6398368611577,0.2940889106008793,10.688779163215974,False
310,155.46067272496907,0.2940889106008793,9.5524865872714,False
311,151.45420267237913,0.2940889106008793,9.962429422585638,False
312,152.22894380666438,0.2940889106008793,9.7082439194738,False
313,153.77451857811468,0.2940889106008793,9.962429422585638,False
314,154.7265957843501,0.2940889106008793,10.688779163215974,False
315,154.7681194388913,0.2940889106008793,10.688779163215974,False
316,154.8540871878064,0.2940889106008793,10.688779163215974,False
317,153.74633699352114,0.2872496336101612,10.793516572461451,False
318,152.86473870600915,0.2872496336101612,9.82344135219425,False
319,154.83967667617435,0.2872496336101612,10.793516572461451,False
320,154.84710938384322,0.2940889106008793,10.920164833920778,False
321,155.52609891242153,0.2940889106008793,11.884864324004713,False
322,140.1509678195158,0.2940889106008793,9.7082439194738,False
323,142.62938410635132,0.2940889106008793,10.547511554864494,False
324,139.71036643933462,0.2940889106008793,10.688779163215974,False
325,138.61548908881247,0.2940889106008793,9.5524865872714,False
326,133.65181670241407,0.2937632307441785,11.10180165558726,False
327,152.12339154233496,0.2937632307441785,10.012492197250394,False
328,152.5474586584946,0.2937632307441785,11.10180165558726,False
329,154.05839891727757,0.2940889106008793,9.5524865872714,False
330,155.8799798977178,0.2940889106008793,9.5524865872714,False
331,135.8370824368086,0.2940889106008793,9.5524865872714,False
332,141.8515974121162,0.2804103566194431,9.340770846134703,False
333,145.67915622632714,0.2804103566194431,10.307764064044152,False
334,144.94188337773144,0.2804103566194431,9.340770846134703,False
335,142.69219068471133,0.2872496336101612,10.793516572461451,False
336,146.91230011479726,0.2872496336101612,10.793516572461451,False
337,143.10790880133675,0.2872496336101612,10.793516572461451,False
338,147.28473231736325,0.2737339195570754,11.40175425099138,False
339,144.20145058007196,0.2737339195570754,10.44030650891055,False
340,143.2379101474319,0.2737339195570754,9.486832980505138,False
341,142.81735802169396,0.2804103566194431,11.884864324004713,False
342,142.82327333803698,0.2804103566194431,9.962429422585638,False
343,144.67569568393338,0.2804103566194431,9.962429422585638,False
344,141.56068961573067,0.2804103566194431,10.688779163215974,False
345,135.81582938924166,0.2804103566194431,9.5524865872714,False
346,144.4019341195056,0.2804103566194431,10.688779163215974,False
347,142.31478122589098,0.2737339195570754,10.198039027185569,False
348,140.14823759386778,0.2737339195570754,11.40175425099138,False
349,142.60595265767583,0.2737339195570754,9.219544457292887,False
350,142.90117683406157,0.2737339195570754,10.44030650891055,False
351,141.105001734886,0.2737339195570754,10.198039027185569,False
352,141.43029303932425,0.2737339195570754,9.219544457292887,False
353,139.10229499312416,0.2737339195570754,11.40175425099138,False
354,142.47057946916317,0.2737339195570754,10.44030650891055,False
355,141.00114478829454,0.2737339195570754,10.44030650891055,False
356,130.532523091856,0.2804103566194431,11.236102527122116,False
357,138.85864856098004,0.2804103566194431,10.920164833920778,False
358,139.18938330195076,0.2804103566194431,9.7082439194738,False
359,142.96113687270798,0.2804103566194431,9.962429422585638,False
360,128.83398671489695,0.2804103566194431,10.688779163215974,False
361,138.98432479191266,0.2870867936818108,9.486832980505138,False
362,125.24662626294001,0.2870867936818108,9.219544457292887,False
363,115.15990298008494,0.2937632307441785,9.962429422585638,False
364,146.12980330490086,0.2937632307441785,9.7082439194738,False
365,152.04828810352907,0.2870867936818108,10.198039027185569,False
366,136.4551171146511,0.2870867936818108,9.219544457292887,False
367,146.53270646641508,0.2870867936818108,10.198039027185569,False
368,139.97133387082326,0.2804103566194431,9.962429422585638,False
369,142.8698786863286,0.2804103566194431,9.962429422585638,False
370,150.18282506208934,0.2804103566194431,9.962429422585638,False
371,145.5555133444567,0.2804103566194431,10.920164833920778,False
372,144.0784339942115,0.2804103566194431,10.688779163215974,False
373,150.2999536174343,0.2804103566194431,10.688779163215974,False
374,146.41018335532902,0.2804103566194431,10.688779163215974,False
375,153.69402041118067,0.2804103566194431,9.962429422585638,False
376,146.97396767689713,0.2804103566194431,10.688779163215974,False
377,154.5785231073251,0.2737339195570754,10.198039027185569,False
378,134.2482801117214,0.2737339195570754,11.180339887498949,False
379,130.45352821351068,0.2737339195570754,10.0,False
380,142.26873967395704,0.2737339195570754,10.04987562112089,False
381,146.08512321695804,0.2737339195570754,10.44030650891055,False
382,144.2481275511183,0.2737339195570754,10.198039027185569,False
383,145.800649687695,0.2804103566194431,10.547511554864494,False
384,143.05028117248017,0.2804103566194431,10.5,False
385,125.08369662850654,0.2804103566194431,10.688779163215974,False
386,148.62122602405228,0.2670574824947077,9.340770846134703,False
387,144.57554715700138,0.2670574824947077,11.10180165558726,False
388,147.54317740429354,0.2670574824947077,10.307764064044152,False
389,144.25790774966464,0.26673180263800683,10.688779163215974,False
390,141.57052965923833,0.26673180263800683,9.7082439194738,False
391,146.6459504820619,0.26673180263800683,9.962429422585638,False
392,140.586470520423,0.26673180263800683,10.920164833920778,False
393,146.13537689044378,0.26673180263800683,10.688779163215974,False
394,140.21811769516188,0.26673180263800683,10.920164833920778,False
395,145.29994631166983,0.26673180263800683,10.920164833920778,False
396,141.42429253558342,0.26673180263800683,9.7082439194738,False
397,143.45697746764293,0.26673180263800683,8.73212459828649,False
398,142.76424412400218,0.26673180263800683,10.688779163215974,False
399,144.83167445547272,0.26673180263800683,9.7082439194738,False
400,145.11384979642705,0.26673180263800683,10.688779163215974,False
401,141.4796164657373,0.26038104543234003,10.04987562112089,False
402,147.13210830159082,0.26038104543234003,11.180339887498949,False
403,146.90453056510353,0.26038104543234003,10.04987562112089,False
404,150.12339392363552,0.26038104543234003,10.44030650891055,False
405,149.84236583114563,0.26038104543234003,10.198039027185569,False
406,147.86886220381683,0.26038104543234003,10.44030650891055,False
407,150.94435315665396,0.26038104543234003,10.198039027185569,False
408,146.75568670948215,0.26038104543234003,9.486832980505138,False
409,146.62397562992226,0.26038104543234003,9.219544457292887,False
410,150.15093923166262,0.2540302882266732,9.962429422585638,False
411,144.96671926542464,0.2540302882266732,9.7082439194738,False
412,151.73210543621235,0.2540302882266732,10.920164833920778,False
413,152.0466929312124,0.2540302882266732,9.7082439194738,False
414,153.39474850010615,0.2540302882266732,10.920164833920778,False
415,154.08693245737993,0.2540302882266732,9.7082439194738,False
416,153.2223737761746,0.2540302882266732,9.962429422585638,False
417,154.52611630439048,0.2540302882266732,9.7082439194738,False
418,156.57984523021779,0.2540302882266732,9.962429422585638,False
419,154.44649926931362,0.2540302882266732,10.688779163215974,False
420,155.41614382085615,0.2540302882266732,10.688779163215974,False
421,156.02057661772665,0.2540302882266732,9.7082439194738,False
422,155.71679164236835,0.26038104543234003,9.219544457292887,False
423,156.03301658630966,0.26038104543234003,10.198039027185569,False
424,155.8189172268097,0.26038104543234003,9.219544457292887,False
425,156.31697205271382,0.2540302882266732,9.7082439194738,False
426,153.24047675564165,0.2540302882266732,9.7082439194738,False
427,154.61779177652906,0.2540302882266732,9.7082439194738,False
428,155.22857174346368,0.26038104543234003,10.198039027185569,False
429,156.75740412246893,0.26038104543234003,10.198039027185569,False
430,156.3495506904787,0.26038104543234003,10.198039027185569,False
431,154.61659645269327,0.24751669109265592,10.793516572461451,False
432,152.524866128925,0.24751669109265592,10.793516572461451,False
433,151.98718687219792,0.24751669109265592,10.793516572461451,False
434,150.68546819481824,0.24132877381533951,10.307764064044152,False
435,155.39170363694282,0.24132877381533951,10.307764064044152,False
436,155.38298720996016,0.24132877381533951,9.340770846134703,False
437,155.21797026737693,0.24132877381533951,8.381527307120106,False
438,156.08182183697068,0.24132877381533951,9.340770846134703,False
439,149.86643902953688,0.24132877381533951,8.381527307120106,False
440,150.48736839127199,0.24132877381533951,10.307764064044152,False
441,150.2409037771615,0.24132877381533951,9.340770846134703,False
442,148.14321004114677,0.24132877381533951,10.307764064044152,False
443,152.21200575239612,0.23497801660967269,10.44030650891055,False
444,148.97326138520702,0.23497801660967269,11.40175425099138,False
445,152.89049417112636,0.23497801660967269,10.44030650891055,False
446,150.82278353099665,0.23497801660967269,10.44030650891055,False
447,151.11115812347143,0.23497801660967269,10.198039027185569,False
448,152.53815093558512,0.23497801660967269,10.198039027185569,False
449,154.06267115399874,0.23497801660967269,10.198039027185569,False
450,155.31095116153955,0.23497801660967269,10.04987562112089,False
451,155.65437879115697,0.23497801660967269,10.198039027185569,False
452,155.00223203214125,0.23497801660967269,10.04987562112089,False
453,153.42682652719145,0.23497801660967269,10.198039027185569,False
454,131.8189271942974,0.22895293926070673,9.5524865872714,False
455,152.16929503617672,0.22276502198339032,10.793516572461451,False
456,147.71042198947328,0.2169027845627748,9.12414379544733,False
457,152.16188563877864,0.2169027845627748,8.381527307120106,False
458,153.02434250030757,0.22276502198339032,9.82344135219425,False
459,155.31432824378635,0.22276502198339032,9.192388155425117,False
460,155.20828563912056,0.22276502198339032,9.82344135219425,False
461,155.55638864643697,0.22276502198339032,9.192388155425117,False
462,146.97351405000657,0.22276502198339032,9.82344135219425,False
463,143.76754053849282,0.22276502198339032,8.860022573334675,False
464,141.77945695065281,0.22276502198339032,9.82344135219425,False
465,150.43654428603642,0.22276502198339032,9.82344135219425,False
466,145.25640515381346,0.22276502198339032,9.82344135219425,False
467,152.62512933071898,0.21657710470607394,9.962429422585638,False
468,151.05790381780724,0.21657710470607394,9.962429422585638,False
469,154.05528982729786,0.21657710470607394,9.962429422585638,False
470,154.24791032643486,0.22227650219833903,10.44030650891055,False
471,153.10814901281225,0.22227650219833903,9.486832980505138,False
472,152.7914929363729,0.22227650219833903,8.54400374531753,False
473,154.10360169396844,0.22276502198339032,10.124228365658293,False
474,154.13737863800822,0.22276502198339032,8.860022573334675,False
475,142.06016503697612,0.22276502198339032,9.617692030835672,False
476,136.46519127780002,0.21087770721380883,9.486832980505138,False
477,138.2585260230889,0.21087770721380883,10.198039027185569,False
478,141.79216218300945,0.21087770721380883,9.486832980505138,False
479,151.64887825324757,0.2169027845627748,10.307764064044152,False
480,148.68853736275304,0.2169027845627748,9.656603957913983,False
481,150.82687819432473,0.2169027845627748,10.307764064044152,False
482,155.08194219661786,0.21087770721380883,10.198039027185569,False
