Category,Tracker,Avg FPS,Valid FPS,Avg IoU,Precision (CLE < 20px),Success Rate (IoU > 0.5),Sequences Count
SO,YOLOv8-NCNN+CSRT-90,18.8796,20.6757,0.4585,0.762,0.5313,10
SO,CSRT,45.3909,21.7776,0.3079,0.5849,0.3086,10
SO,YOLOv8-NCNN+KCF-30,424.7197,636.4139,0.3581,0.5601,0.4351,10
SO,YOLOv8-NCNN+MEDIANFLOW-15,266.1927,262.8953,0.3537,0.53,0.4235,10
SO,YOLOv8-NCNN+MOSSE-30,1774.9549,2092.7434,0.2666,0.4145,0.3338,10
SO,KCF,1658.3976,909.735,0.0968,0.184,0.0957,10
